2025-08-29 09:44:43,550 [Worker-7: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2025-08-29 10:01:48,309 [Worker-7: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2025-08-29 10:16:52,102 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/huongdanjava/huongdanjava-springmvc-archetype/2.1.2/huongdanjava-springmvc-archetype-2.1.2.pom
2025-08-29 10:16:52,109 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/huongdanjava/huongdanjava-springmvc-archetype/2.1.2/huongdanjava-springmvc-archetype-2.1.2.pom
2025-08-29 10:16:52,137 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/huongdanjava/huongdanjava-springmvc-archetype/2.1.2/huongdanjava-springmvc-archetype-2.1.2.jar
2025-08-29 10:16:52,139 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/huongdanjava/huongdanjava-springmvc-archetype/2.1.2/huongdanjava-springmvc-archetype-2.1.2.jar
2025-08-29 10:17:33,011 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [643])
2025-08-29 10:17:33,012 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-08-29 10:17:33,012 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-08-29 10:17:33,012 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-08-29 10:17:33,012 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-08-29 10:17:33,012 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-08-29 10:17:33,013 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-08-29 10:17:33,013 [Worker-27: Launching mavenrun-03f9253f-fa66-4b9d-9c27-8f99f88419c1] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\lx\eclipse202409\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
